"Species","SpecCode","AutoCtr","StockCode","FamCode","PopLWRef","LengthMin","LengthMax","Type","LmaxCompare","EsQ","Number","Sex","a","aTL","b","CoeffDetermination","SEa","SEb","SDa","SDb","LCLa","UCLa","LCLb","UCLb","Method","SpecimenType","Locality","DataRef","C_Code","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"Siganus punctatus",4621,6528,4808,413,30504,21,21,"TL",NA,NA,1,"unsexed",0.01825,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Siganus punctatus",4621,6529,4808,413,30504,NA,NA,"SL",NA,"Yes",1,"unsexed",0.0344,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Siganus punctatus",4621,6530,4808,413,55787,10,36.5,"FL",NA,NA,27,"mixed",0.00949,NA,3.27616,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  7.7%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Siganus punctatus",4621,39573,4808,NA,107958,16.1,32,"FL",NA,NA,1408,"unsexed",0.0199,NA,3.07,0.95,NA,NA,NA,NA,0.0177999995648861,0.0221999995410442,3.03999996185303,3.10999989509583,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-19,NA,2017-04-19,NA,NA,NA
"Siganus punctatus",4621,38527,4808,NA,108462,4,29,"SL",NA,NA,18,"unsexed",0.0206,NA,3.207,0.999,NA,NA,NA,NA,0.0175000000745058,0.0242999996989965,3.14299988746643,3.2720000743866,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-11-09,NA,2016-11-09,NA,NA,NA
"Siganus punctatus",4621,46990,4808,NA,125599,17.8,37.2,"FL",NA,NA,261,"unsexed",0.0039,NA,3.53,0.93,NA,NA,NA,NA,0.00270000007003546,0.00579999992623925,3.42000007629395,3.65000009536743,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Stegastes albifasciatus",4340,5972,4525,350,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0296,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Stegastes nigricans",4352,5976,4537,350,26587,2.5,12.5,"FL",NA,"Yes",178,"unsexed",0.168,NA,2.367,0.7921,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,2012-11-16,NA,NA,NA
"Stegastes nigricans",4352,5977,4537,350,26849,0.7,12.6,"TL",NA,NA,2140,"unsexed",0.022,NA,3.086,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26849,"638",NA,3,1998-06-17,NA,1998-06-17,NA,NA,NA
"Stegastes nigricans",4352,5978,4537,350,55787,2.5,12.5,"FL",NA,NA,182,"mixed",0.03841,NA,3.01,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  9.4%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Stethojulis bandanensis",5640,7520,5934,362,30504,12,12,"TL","no",NA,1,"unsexed",0.01505,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,3,2012-03-30,NA,NA,NA
"Stethojulis bandanensis",5640,7521,5934,362,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.02246,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Stethojulis bandanensis",5640,7522,5934,362,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0128,NA,3.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Stethojulis bandanensis",5640,7523,5934,362,55787,3,10,"FL","no",NA,23,"mixed",0.03035,NA,2.581,0.85008,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  25.9%",1531,2005-12-06,3,2012-03-30,NA,NA,NA
"Stethojulis trilineata",6622,8093,6943,362,48600,7.8,16.5,"TL",NA,NA,149,"unsexed",0.00716,NA,3.257,0.93896,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-24,NA,2003-09-24,NA,NA,NA
"Sufflamen bursa",6029,7823,6343,445,30504,17.2,17.2,"TL",NA,NA,1,"unsexed",0.02162,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Sufflamen bursa",6029,7824,6343,445,30504,NA,NA,"SL",NA,"Yes",1,"unsexed",0.03259,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Sufflamen chrysopterum",5842,7687,6139,445,3807,NA,NA,NA,NA,NA,NA,"unsexed",0.0153,NA,3.152,0.9604,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai Atoll, Yap State, 1991",3807,"583","condition factor = 2.191",3,1992-06-15,NA,1994-01-27,NA,NA,NA
"Sufflamen chrysopterum",5842,45753,6139,NA,124696,2.7,25.5,"TL",NA,NA,71,"unsexed",0.03406,NA,2.909,0.993,NA,NA,NA,NA,0.0295000001788139,0.0392999984323978,2.84999990463257,2.96900010108948,"type I linear regression",NA,"Northern Line Islands / 2006-2011.",NA,NA,NA,65,2021-08-02,NA,2021-08-02,NA,NA,NA
"Synodus variegatus",5398,7211,5657,160,5525,5,21.5,"FL",NA,NA,20,"unsexed",0.00268,NA,3.3,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",5525,"540",NA,3,1993-06-13,3,1995-09-18,NA,NA,NA
"Synodus variegatus",5398,7212,5657,160,26587,5,22.2,"FL",NA,NA,27,"unsexed",0.00495,NA,3.316,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-13,3,1998-05-17,NA,NA,NA
"Synodus variegatus",5398,7213,5657,160,48600,10.8,20.5,"TL",NA,NA,52,"unsexed",0.00262,NA,3.431,0.95063,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-24,NA,2003-09-24,NA,NA,NA
"Synodus variegatus",5398,7214,5657,160,55787,5,22.2,"FL",NA,NA,37,"mixed",0.00314,NA,3.4838,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  10.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Synodus variegatus",5398,38533,5657,NA,108462,10,19,"SL",NA,NA,12,"unsexed",0.0108,NA,3.115,0.967,NA,NA,NA,NA,0.00370000000111759,0.0320999994874001,2.71199989318848,3.51799988746643,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-11-09,NA,2016-11-09,NA,NA,NA
"Thalassoma amblycephalum",5642,7526,5936,362,30504,14,14,"TL",NA,NA,1,"unsexed",0.00955,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Thalassoma amblycephalum",5642,7527,5936,362,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.01723,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Thalassoma amblycephalum",5642,45759,5936,NA,124696,3.1,9,"TL",NA,NA,47,"unsexed",0.00727,NA,3.153,0.971,NA,NA,NA,NA,0.00557000003755093,0.00949000008404255,2.99000000953674,3.31599998474121,"type I linear regression",NA,"Northern Line Islands / 2006-2011.",NA,NA,NA,65,2021-08-02,NA,2021-08-02,NA,NA,NA
"Thalassoma hardwicke",5643,7528,5937,362,26849,3.9,9.2,"TL",NA,NA,12,"unsexed",0.0139,NA,3.048,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26849,"638",NA,3,1998-06-17,NA,1998-06-17,NA,NA,NA
"Thalassoma hardwicke",5643,7529,5937,362,48600,7.8,16.5,"TL",NA,NA,149,"unsexed",0.00716,NA,3.257,0.93993,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-05,NA,2003-09-05,NA,NA,NA
"Thalassoma hardwicke",5643,7530,5937,362,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0246,NA,2.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Thalassoma hardwicke",5643,7531,5937,362,55787,5.5,16.3,"FL",NA,NA,10,"mixed",0.01783,NA,2.97765,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  7%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Thalassoma lunare",5645,7534,5939,362,26587,2.8,20,"FL",NA,NA,64,"unsexed",0.0238,NA,2.749,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-21,NA,NA,NA
"Thalassoma lunare",5645,7535,5939,362,26849,3.9,7.5,"TL",NA,NA,11,"unsexed",0.0183,NA,2.862,0.87049,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26849,"638",NA,3,1998-06-17,NA,1998-06-17,NA,NA,NA
"Thalassoma lunare",5645,7536,5939,362,55787,2.8,16.5,"FL",NA,NA,85,"mixed",0.0211,NA,2.83174,0.95453,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  15.4%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Thalassoma lunare",5645,37266,5939,NA,108462,7.2,13.5,"SL",NA,NA,18,"unsexed",0.0354,NA,2.855,0.975,NA,NA,NA,NA,0.0205000005662441,0.061099998652935,2.61299991607666,3.09599995613098,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-30,NA,2016-08-30,NA,NA,NA
"Thalassoma lutescens",5646,7537,5940,362,26587,4.5,16.5,"FL",NA,NA,26,"unsexed",0.0123,NA,3.077,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-21,NA,NA,NA
"Thalassoma lutescens",5646,7538,5940,362,55787,4.5,17.6,"FL",NA,NA,51,"mixed",0.013,NA,3.04186,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  7.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Thalassoma quinquevittatum",5648,7540,5942,362,30504,7.3,13.1,"TL",NA,NA,2,"unsexed",0.01387,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Thalassoma quinquevittatum",5648,7541,5942,362,30504,6.6,11.5,"SL",NA,NA,2,"unsexed",0.01961,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Triaenodon obesus",907,2445,923,11,26587,52,108,"TL",NA,NA,20,"unsexed",0.00145,NA,3.382,0.8118,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26587,"540",NA,3,1998-05-16,NA,2002-06-30,NA,NA,NA
"Triaenodon obesus",907,2446,923,11,55787,52,108,"FL",NA,NA,20,"mixed",0.0018,NA,3.34393,0.94284,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  10.7%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Zanclus cornutus",5950,7740,6259,520,5525,NA,NA,NA,NA,NA,NA,"unsexed",0.0172,NA,3.171,0.9063,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai atoll, Yap State",3807,"583",NA,3,1993-06-18,3,1995-09-18,NA,NA,NA
"Zanclus cornutus",5950,7741,6259,520,55787,6.5,15,"FL",NA,NA,11,"mixed",0.0147,NA,3.36991,0.97023,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  2%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Zebrasoma scopas",5951,7742,6260,412,3807,NA,NA,NA,NA,NA,NA,"unsexed",0.0129,NA,3.293,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai Atoll, Yap State, 1991",3807,"583","condition factor = 2.735",3,1992-06-15,NA,1994-01-31,NA,NA,NA
"Zebrasoma scopas",5951,7743,6260,412,26587,4,16,"TL",NA,NA,89,"unsexed",0.04,NA,2.867,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-19,3,1998-05-23,NA,NA,NA
"Zebrasoma scopas",5951,7744,6260,412,26849,3.1,10.1,"TL",NA,NA,25,"unsexed",0.0304,NA,2.957,0.98605,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26849,"638",NA,3,1998-06-17,NA,1998-06-17,NA,NA,NA
"Zebrasoma scopas",5951,7745,6260,412,27143,2.4,15.7,"SL",NA,NA,70,"unsexed",0.0559,NA,2.948,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Eastern coast, coral reefs",27143,"036",NA,3,1998-08-21,NA,2001-12-13,NA,NA,NA
"Zebrasoma scopas",5951,7746,6260,412,55787,4,16,"FL",NA,NA,104,"mixed",0.02905,NA,2.99274,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  9.1%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Zebrasoma velifer",1266,3160,1283,412,26587,4,26.5,"FL",NA,NA,37,"unsexed",0.0339,NA,2.855,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-19,3,1998-05-23,NA,NA,NA
"Zebrasoma velifer",1266,3161,1283,412,55787,4,24,"FL",NA,NA,77,"mixed",0.03425,NA,2.86581,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  8%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Zebrasoma velifer",1266,46995,1283,NA,125599,14.6,29,"FL",NA,NA,151,"unsexed",0.0421,NA,2.82,0.91,NA,NA,NA,NA,0.0270000007003546,0.0658000037074089,2.6800000667572,2.97000002861023,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
